chr1	0	48400000	CRC_05	M	M_1260
chr1	0	48400000	CRC_05	M	M_1261
chr1	0	48400000	CRC_05	M	M_1262
chr1	0	48600000	CRC_05	M	M_870
chr1	0	48600000	CRC_05	M	M_871
chr1	700000	48500000	CRC_04	M	M_1193
chr1	700000	48500000	CRC_04	M	M_1194
chr1	700000	48500000	CRC_04	M	M_1195
chr1	700000	48500000	CRC_04	M	M_1196
chr1	700000	48500000	CRC_04	M	M_1197
chr1	700000	48500000	CRC_04	M	M_1198
chr1	700000	48500000	CRC_04	M	M_1492
chr1	700000	48500000	CRC_04	M	M_1493
chr1	800000	2500000	CRC_04	T	T_736
chr1	800000	2500000	CRC_04	T	T_737
chr1	800000	2500000	CRC_04	T	T_738
chr1	800000	2500000	CRC_04	T	T_739
chr1	800000	2500000	CRC_04	T	T_740
chr1	800000	2500000	CRC_04	T	T_741
chr1	2900000	48500000	CRC_04	T	T_742
chr1	2900000	48500000	CRC_04	T	T_743
chr1	2900000	48500000	CRC_04	T	T_744
chr1	2900000	48500000	CRC_04	T	T_745
chr1	2900000	48500000	CRC_04	T	T_746
chr1	2900000	48500000	CRC_04	T	T_747
chr1	2900000	48500000	CRC_04	T	T_922
chr1	2900000	48500000	CRC_04	T	T_923
chr1	6000000	11400000	CRC_02	M	M_534
chr1	6000000	11400000	CRC_02	M	M_535
chr1	7300000	12000000	CRC_14	M	M_31
chr1	7300000	12000000	CRC_14	M	M_32
chr1	7300000	12000000	CRC_14	M	M_33
chr1	7300000	12000000	CRC_14	M	M_34
chr1	13800000	33400000	CRC_14	M	M_35
chr1	13800000	33400000	CRC_14	M	M_36
chr1	13800000	33400000	CRC_14	M	M_37
chr1	13800000	33400000	CRC_14	M	M_38
chr1	14700000	18100000	CRC_02	M	M_536
chr1	14700000	18100000	CRC_02	M	M_537
chr1	16400000	17300000	CRC_14	T	T_26
chr1	16400000	17300000	CRC_14	T	T_27
chr1	16400000	17300000	CRC_14	T	T_28
chr1	16400000	17300000	CRC_14	T	T_29
chr1	16400000	17300000	CRC_14	T	T_30
chr1	16400000	17300000	CRC_14	T	T_31
chr1	27400000	29500000	CRC_14	T	T_32
chr1	27400000	29500000	CRC_14	T	T_33
chr1	27400000	29500000	CRC_14	T	T_34
chr1	27400000	29500000	CRC_14	T	T_35
chr1	27400000	29500000	CRC_14	T	T_36
chr1	27400000	29500000	CRC_14	T	T_37
chr1	36100000	48200000	CRC_14	M	M_39
chr1	36100000	48200000	CRC_14	M	M_40
chr1	36100000	48200000	CRC_14	M	M_41
chr1	36100000	48200000	CRC_14	M	M_42
chr1	38900000	48400000	CRC_02	M	M_538
chr1	38900000	48400000	CRC_02	M	M_539
chr1	48200000	50700000	CRC_05	M	M_10
chr1	50300000	56000000	CRC_04	M	M_1199
chr1	50300000	56000000	CRC_04	M	M_1200
chr1	50300000	56000000	CRC_04	M	M_1201
chr1	50300000	56000000	CRC_04	M	M_1202
chr1	50300000	56000000	CRC_04	M	M_1203
chr1	50300000	56000000	CRC_04	M	M_1204
chr1	50300000	56200000	CRC_04	M	M_1494
chr1	50300000	56200000	CRC_04	M	M_1495
chr1	50400000	57400000	CRC_14	M	M_43
chr1	50400000	57400000	CRC_14	M	M_44
chr1	50400000	57400000	CRC_14	M	M_45
chr1	50400000	57400000	CRC_14	M	M_46
chr1	50600000	56000000	CRC_04	T	T_748
chr1	50600000	56000000	CRC_04	T	T_749
chr1	50600000	56000000	CRC_04	T	T_750
chr1	50600000	56000000	CRC_04	T	T_751
chr1	50600000	56000000	CRC_04	T	T_752
chr1	50600000	56000000	CRC_04	T	T_753
chr1	50900000	55900000	CRC_05	M	M_872
chr1	50900000	55900000	CRC_05	M	M_873
chr1	53000000	55800000	CRC_04	T	T_924
chr1	53000000	55800000	CRC_04	T	T_925
chr1	54300000	56000000	CRC_02	M	M_540
chr1	54300000	56000000	CRC_02	M	M_541
chr1	56000000	58500000	CRC_05	M	M_11
chr1	57300000	60400000	CRC_04	T	T_754
chr1	57300000	60400000	CRC_04	T	T_755
chr1	57300000	60400000	CRC_04	T	T_756
chr1	57300000	60400000	CRC_04	T	T_757
chr1	57300000	60400000	CRC_04	T	T_758
chr1	57300000	60400000	CRC_04	T	T_759
chr1	59200000	63700000	CRC_14	M	M_47
chr1	59200000	63700000	CRC_14	M	M_48
chr1	59200000	63700000	CRC_14	M	M_49
chr1	59200000	63700000	CRC_14	M	M_50
chr1	60700000	65900000	CRC_04	M	M_1205
chr1	60700000	65900000	CRC_04	M	M_1206
chr1	60700000	65900000	CRC_04	M	M_1207
chr1	60700000	65900000	CRC_04	M	M_1208
chr1	60700000	65900000	CRC_04	M	M_1209
chr1	60700000	65900000	CRC_04	M	M_1210
chr1	66400000	69400000	CRC_14	M	M_51
chr1	66400000	69400000	CRC_14	M	M_52
chr1	66400000	69400000	CRC_14	M	M_53
chr1	66400000	69400000	CRC_14	M	M_54
chr1	66900000	68900000	CRC_04	M	M_1211
chr1	66900000	68900000	CRC_04	M	M_1212
chr1	66900000	68900000	CRC_04	M	M_1213
chr1	66900000	68900000	CRC_04	M	M_1214
chr1	66900000	68900000	CRC_04	M	M_1215
chr1	66900000	68900000	CRC_04	M	M_1216
chr1	68300000	74300000	CRC_05	M	M_12
chr1	79200000	84200000	CRC_05	M	M_13
chr1	89900000	93700000	CRC_05	M	M_874
chr1	89900000	93700000	CRC_05	M	M_875
chr1	91300000	97400000	CRC_14	M	M_55
chr1	91300000	97400000	CRC_14	M	M_56
chr1	91300000	97400000	CRC_14	M	M_57
chr1	91300000	97400000	CRC_14	M	M_58
chr1	100400000	101500000	CRC_05	M	M_876
chr1	100400000	101500000	CRC_05	M	M_877
chr1	104300000	107900000	CRC_05	M	M_14
chr1	108400000	115600000	CRC_05	M	M_878
chr1	108400000	115600000	CRC_05	M	M_879
chr1	109100000	110100000	CRC_14	T	T_38
chr1	109100000	110100000	CRC_14	T	T_39
chr1	109100000	110100000	CRC_14	T	T_40
chr1	109100000	110100000	CRC_14	T	T_41
chr1	109100000	110100000	CRC_14	T	T_42
chr1	109100000	110100000	CRC_14	T	T_43
chr1	109100000	115200000	CRC_04	T	T_760
chr1	109100000	115200000	CRC_04	T	T_761
chr1	109100000	115200000	CRC_04	T	T_762
chr1	109100000	115200000	CRC_04	T	T_763
chr1	109100000	115200000	CRC_04	T	T_764
chr1	109100000	115200000	CRC_04	T	T_765
chr1	109100000	115600000	CRC_02	M	M_542
chr1	109100000	115600000	CRC_02	M	M_543
chr1	109200000	112500000	CRC_04	M	M_1496
chr1	109200000	112500000	CRC_04	M	M_1497
chr1	109200000	112700000	CRC_14	M	M_59
chr1	109200000	112700000	CRC_14	M	M_60
chr1	109200000	112700000	CRC_14	M	M_61
chr1	109200000	112700000	CRC_14	M	M_62
chr1	109200000	115400000	CRC_04	M	M_1217
chr1	109200000	115400000	CRC_04	M	M_1218
chr1	109200000	115400000	CRC_04	M	M_1219
chr1	109200000	115400000	CRC_04	M	M_1220
chr1	109200000	115400000	CRC_04	M	M_1221
chr1	109200000	115400000	CRC_04	M	M_1222
chr1	109300000	114900000	CRC_04	T	T_926
chr1	109300000	114900000	CRC_04	T	T_927
chr1	115600000	118500000	CRC_04	T	T_766
chr1	115600000	118500000	CRC_04	T	T_767
chr1	115600000	118500000	CRC_04	T	T_768
chr1	115600000	118500000	CRC_04	T	T_769
chr1	115600000	118500000	CRC_04	T	T_770
chr1	115600000	118500000	CRC_04	T	T_771
chr1	116100000	142600000	CRC_02	M	M_544
chr1	116100000	142600000	CRC_02	M	M_545
chr1	118500000	120200000	CRC_05	M	M_15
chr1	142800000	145700000	CRC_02	M	M_546
chr1	142800000	145700000	CRC_02	M	M_547
chr1	143700000	148700000	CRC_05	M	M_1263
chr1	143700000	148700000	CRC_05	M	M_1264
chr1	143700000	148700000	CRC_05	M	M_1265
chr1	143700000	162800000	CRC_05	M	M_880
chr1	143700000	162800000	CRC_05	M	M_881
chr1	144500000	193500000	CRC_05	T	T_693
chr1	144600000	145600000	CRC_14	M	M_63
chr1	144600000	145600000	CRC_14	M	M_64
chr1	144600000	145600000	CRC_14	M	M_65
chr1	144600000	145600000	CRC_14	M	M_66
chr1	144800000	145600000	CRC_04	T	T_772
chr1	144800000	145600000	CRC_04	T	T_773
chr1	144800000	145600000	CRC_04	T	T_774
chr1	144800000	145600000	CRC_04	T	T_775
chr1	144800000	145600000	CRC_04	T	T_776
chr1	144800000	145600000	CRC_04	T	T_777
chr1	144800000	145600000	CRC_14	T	T_44
chr1	144800000	145600000	CRC_14	T	T_45
chr1	144800000	145600000	CRC_14	T	T_46
chr1	144800000	145600000	CRC_14	T	T_47
chr1	144800000	145600000	CRC_14	T	T_48
chr1	144800000	145600000	CRC_14	T	T_49
chr1	144800000	145700000	CRC_04	M	M_1223
chr1	144800000	145700000	CRC_04	M	M_1224
chr1	144800000	145700000	CRC_04	M	M_1225
chr1	144800000	145700000	CRC_04	M	M_1226
chr1	144800000	145700000	CRC_04	M	M_1227
chr1	144800000	145700000	CRC_04	M	M_1228
chr1	144800000	145700000	CRC_04	M	M_1498
chr1	144800000	145700000	CRC_04	M	M_1499
