chr1,s1,e1,chr2,s2,e2
chr8,31100000,43300000,chr15,83200000,102400000
chr10,5000000,7000000,chr13,19100000,36000000
chr10,5000000,7000000,chr13,39200000,52800000
chr10,5000000,7000000,chr13,73300000,75400000
chr10,5000000,7000000,chr13,94200000,101300000
chr10,5000000,7000000,chr13,109800000,114200000
chr10,10500000,15600000,chr13,19100000,36000000
chr10,10500000,15600000,chr13,39200000,52800000
chr10,10500000,15600000,chr13,73300000,75400000
chr10,10500000,15600000,chr13,94200000,101300000
chr10,10500000,15600000,chr13,109800000,114200000
chr10,24300000,25200000,chr13,19100000,36000000
chr10,24300000,25200000,chr13,39200000,52800000
chr10,24300000,25200000,chr13,73300000,75400000
chr10,24300000,25200000,chr13,94200000,101300000
chr10,24300000,25200000,chr13,109800000,114200000
chr10,26400000,32700000,chr13,19100000,36000000
chr10,26400000,32700000,chr13,39200000,52800000
chr10,26400000,32700000,chr13,73300000,75400000
chr10,26400000,32700000,chr13,94200000,101300000
chr10,26400000,32700000,chr13,109800000,114200000
chr10,34900000,36000000,chr13,19100000,36000000
chr10,34900000,36000000,chr13,39200000,52800000
chr10,34900000,36000000,chr13,73300000,75400000
chr10,34900000,36000000,chr13,94200000,101300000
chr10,34900000,36000000,chr13,109800000,114200000
chr10,41900000,46000000,chr13,19100000,36000000
chr10,41900000,46000000,chr13,39200000,52800000
chr10,41900000,46000000,chr13,73300000,75400000
chr10,41900000,46000000,chr13,94200000,101300000
chr10,41900000,46000000,chr13,109800000,114200000
chr10,49400000,50900000,chr13,19100000,36000000
chr10,49400000,50900000,chr13,39200000,52800000
chr10,49400000,50900000,chr13,73300000,75400000
chr10,49400000,50900000,chr13,94200000,101300000
chr10,49400000,50900000,chr13,109800000,114200000
chr10,69400000,78000000,chr13,19100000,36000000
chr10,69400000,78000000,chr13,39200000,52800000
chr10,69400000,78000000,chr13,73300000,75400000
chr10,69400000,78000000,chr13,94200000,101300000
chr10,69400000,78000000,chr13,109800000,114200000
chr10,78700000,81200000,chr13,19100000,36000000
chr10,78700000,81200000,chr13,39200000,52800000
chr10,78700000,81200000,chr13,73300000,75400000
chr10,78700000,81200000,chr13,94200000,101300000
chr10,78700000,81200000,chr13,109800000,114200000
chr10,97700000,106200000,chr13,19100000,36000000
chr10,97700000,106200000,chr13,39200000,52800000
chr10,97700000,106200000,chr13,73300000,75400000
chr10,97700000,106200000,chr13,94200000,101300000
chr10,97700000,106200000,chr13,109800000,114200000
chr10,114400000,116800000,chr13,19100000,36000000
chr10,114400000,116800000,chr13,39200000,52800000
chr10,114400000,116800000,chr13,73300000,75400000
chr10,114400000,116800000,chr13,94200000,101300000
chr10,114400000,116800000,chr13,109800000,114200000
chr10,120000000,127500000,chr13,19100000,36000000
chr10,120000000,127500000,chr13,39200000,52800000
chr10,120000000,127500000,chr13,73300000,75400000
chr10,120000000,127500000,chr13,94200000,101300000
chr10,120000000,127500000,chr13,109800000,114200000
chr13,19500000,35100000,chr22,17400000,18500000
chr13,19500000,35100000,chr22,21900000,32400000
chr13,19500000,35100000,chr22,35400000,47100000
chr13,39400000,53900000,chr22,17400000,18500000
chr13,39400000,53900000,chr22,21900000,32400000
chr13,39400000,53900000,chr22,35400000,47100000
chr13,72600000,74300000,chr22,17400000,18500000
chr13,72600000,74300000,chr22,21900000,32400000
chr13,72600000,74300000,chr22,35400000,47100000
chr13,95600000,101900000,chr22,17400000,18500000
chr13,95600000,101900000,chr22,21900000,32400000
chr13,95600000,101900000,chr22,35400000,47100000
chr13,109700000,115000000,chr22,17400000,18500000
chr13,109700000,115000000,chr22,21900000,32400000
chr13,109700000,115000000,chr22,35400000,47100000
chr10,100000,1400000,chrX,2800000,5000000
chr10,100000,1400000,chrX,9300000,24900000
chr10,100000,1400000,chrX,29700000,33600000
chr10,100000,1400000,chrX,38100000,49100000
chr10,100000,1400000,chrX,52900000,55100000
chr10,100000,1400000,chrX,64200000,70700000
chr10,100000,1400000,chrX,99200000,113200000
chr10,100000,1400000,chrX,117400000,120200000
chr10,100000,1400000,chrX,128600000,136800000
chr10,100000,1400000,chrX,146800000,154800000
chr10,5100000,8400000,chrX,2800000,5000000
chr10,5100000,8400000,chrX,9300000,24900000
chr10,5100000,8400000,chrX,29700000,33600000
chr10,5100000,8400000,chrX,38100000,49100000
chr10,5100000,8400000,chrX,52900000,55100000
chr10,5100000,8400000,chrX,64200000,70700000
chr10,5100000,8400000,chrX,99200000,113200000
chr10,5100000,8400000,chrX,117400000,120200000
chr10,5100000,8400000,chrX,128600000,136800000
chr10,5100000,8400000,chrX,146800000,154800000
chr10,10500000,17600000,chrX,2800000,5000000
chr10,10500000,17600000,chrX,9300000,24900000
chr10,10500000,17600000,chrX,29700000,33600000
chr10,10500000,17600000,chrX,38100000,49100000
chr10,10500000,17600000,chrX,52900000,55100000
chr10,10500000,17600000,chrX,64200000,70700000
chr10,10500000,17600000,chrX,99200000,113200000
chr10,10500000,17600000,chrX,117400000,120200000
chr10,10500000,17600000,chrX,128600000,136800000
chr10,10500000,17600000,chrX,146800000,154800000
chr10,23600000,25500000,chrX,2800000,5000000
chr10,23600000,25500000,chrX,9300000,24900000
chr10,23600000,25500000,chrX,29700000,33600000
chr10,23600000,25500000,chrX,38100000,49100000
chr10,23600000,25500000,chrX,52900000,55100000
chr10,23600000,25500000,chrX,64200000,70700000
chr10,23600000,25500000,chrX,99200000,113200000
chr10,23600000,25500000,chrX,117400000,120200000
chr10,23600000,25500000,chrX,128600000,136800000
chr10,23600000,25500000,chrX,146800000,154800000
chr10,28500000,31400000,chrX,2800000,5000000
chr10,28500000,31400000,chrX,9300000,24900000
chr10,28500000,31400000,chrX,29700000,33600000
chr10,28500000,31400000,chrX,38100000,49100000
chr10,28500000,31400000,chrX,52900000,55100000
chr10,28500000,31400000,chrX,64200000,70700000
chr10,28500000,31400000,chrX,99200000,113200000
chr10,28500000,31400000,chrX,117400000,120200000
chr10,28500000,31400000,chrX,128600000,136800000
chr10,28500000,31400000,chrX,146800000,154800000
chr10,34900000,36200000,chrX,2800000,5000000
chr10,34900000,36200000,chrX,9300000,24900000
chr10,34900000,36200000,chrX,29700000,33600000
chr10,34900000,36200000,chrX,38100000,49100000
chr10,34900000,36200000,chrX,52900000,55100000
chr10,34900000,36200000,chrX,64200000,70700000
chr10,34900000,36200000,chrX,99200000,113200000
chr10,34900000,36200000,chrX,117400000,120200000
chr10,34900000,36200000,chrX,128600000,136800000
chr10,34900000,36200000,chrX,146800000,154800000
chr10,41900000,46200000,chrX,2800000,5000000
chr10,41900000,46200000,chrX,9300000,24900000
chr10,41900000,46200000,chrX,29700000,33600000
chr10,41900000,46200000,chrX,38100000,49100000
chr10,41900000,46200000,chrX,52900000,55100000
chr10,41900000,46200000,chrX,64200000,70700000
chr10,41900000,46200000,chrX,99200000,113200000
chr10,41900000,46200000,chrX,117400000,120200000
chr10,41900000,46200000,chrX,128600000,136800000
chr10,41900000,46200000,chrX,146800000,154800000
chr10,49600000,50800000,chrX,2800000,5000000
chr10,49600000,50800000,chrX,9300000,24900000
chr10,49600000,50800000,chrX,29700000,33600000
chr10,49600000,50800000,chrX,38100000,49100000
chr10,49600000,50800000,chrX,52900000,55100000
chr10,49600000,50800000,chrX,64200000,70700000
chr10,49600000,50800000,chrX,99200000,113200000
chr10,49600000,50800000,chrX,117400000,120200000
chr10,49600000,50800000,chrX,128600000,136800000
chr10,49600000,50800000,chrX,146800000,154800000
chr10,69500000,76000000,chrX,2800000,5000000
chr10,69500000,76000000,chrX,9300000,24900000
chr10,69500000,76000000,chrX,29700000,33600000
chr10,69500000,76000000,chrX,38100000,49100000
chr10,69500000,76000000,chrX,52900000,55100000
chr10,69500000,76000000,chrX,64200000,70700000
chr10,69500000,76000000,chrX,99200000,113200000
chr10,69500000,76000000,chrX,117400000,120200000
chr10,69500000,76000000,chrX,128600000,136800000
chr10,69500000,76000000,chrX,146800000,154800000
chr10,79100000,82600000,chrX,2800000,5000000
chr10,79100000,82600000,chrX,9300000,24900000
chr10,79100000,82600000,chrX,29700000,33600000
chr10,79100000,82600000,chrX,38100000,49100000
chr10,79100000,82600000,chrX,52900000,55100000
chr10,79100000,82600000,chrX,64200000,70700000
chr10,79100000,82600000,chrX,99200000,113200000
chr10,79100000,82600000,chrX,117400000,120200000
chr10,79100000,82600000,chrX,128600000,136800000
chr10,79100000,82600000,chrX,146800000,154800000
chr10,93800000,95800000,chrX,2800000,5000000
chr10,93800000,95800000,chrX,9300000,24900000
chr10,93800000,95800000,chrX,29700000,33600000
chr10,93800000,95800000,chrX,38100000,49100000
chr10,93800000,95800000,chrX,52900000,55100000
chr10,93800000,95800000,chrX,64200000,70700000
chr10,93800000,95800000,chrX,99200000,113200000
chr10,93800000,95800000,chrX,117400000,120200000
chr10,93800000,95800000,chrX,128600000,136800000
chr10,93800000,95800000,chrX,146800000,154800000
chr10,97000000,106500000,chrX,2800000,5000000
chr10,97000000,106500000,chrX,9300000,24900000
chr10,97000000,106500000,chrX,29700000,33600000
chr10,97000000,106500000,chrX,38100000,49100000
chr10,97000000,106500000,chrX,52900000,55100000
chr10,97000000,106500000,chrX,64200000,70700000
chr10,97000000,106500000,chrX,99200000,113200000
chr10,97000000,106500000,chrX,117400000,120200000
