chr1,s1,e1,chr2,s2,e2
chr13,18900000,38600000,chr21,9600000,19300000
chr13,18900000,38600000,chr21,26200000,38300000
chr13,18900000,38600000,chr21,41000000,41800000
chr13,53100000,60100000,chr21,9600000,19300000
chr13,53100000,60100000,chr21,26200000,38300000
chr13,53100000,60100000,chr21,41000000,41800000
chr13,61200000,71700000,chr21,9600000,19300000
chr13,61200000,71700000,chr21,26200000,38300000
chr13,61200000,71700000,chr21,41000000,41800000
chr13,19400000,34500000,chr20,0,25600000
chr13,19400000,34500000,chr20,29800000,36300000
chr13,19400000,34500000,chr20,41300000,44500000
chr13,19400000,34500000,chr20,49100000,54200000
chr13,39700000,53700000,chr20,0,25600000
chr13,39700000,53700000,chr20,29800000,36300000
chr13,39700000,53700000,chr20,41300000,44500000
chr13,39700000,53700000,chr20,49100000,54200000
chr13,72700000,74800000,chr20,0,25600000
chr13,72700000,74800000,chr20,29800000,36300000
chr13,72700000,74800000,chr20,41300000,44500000
chr13,72700000,74800000,chr20,49100000,54200000
chr13,98600000,101500000,chr20,0,25600000
chr13,98600000,101500000,chr20,29800000,36300000
chr13,98600000,101500000,chr20,41300000,44500000
chr13,98600000,101500000,chr20,49100000,54200000
chr13,109500000,114500000,chr20,0,25600000
chr13,109500000,114500000,chr20,29800000,36300000
chr13,109500000,114500000,chr20,41300000,44500000
chr13,109500000,114500000,chr20,49100000,54200000
chr7,0,48300000,chr13,19500000,35000000
chr7,0,48300000,chr13,37000000,37600000
chr7,0,48300000,chr13,39700000,53600000
chr7,0,48300000,chr13,59900000,61100000
chr7,0,48300000,chr13,73200000,74700000
chr7,0,48300000,chr13,77300000,80400000
chr7,0,48300000,chr13,94200000,102100000
chr7,0,48300000,chr13,106000000,108200000
chr7,0,48300000,chr13,108600000,112200000
chr7,72700000,73900000,chr13,19500000,35000000
chr7,72700000,73900000,chr13,37000000,37600000
chr7,72700000,73900000,chr13,39700000,53600000
chr7,72700000,73900000,chr13,59900000,61100000
chr7,72700000,73900000,chr13,73200000,74700000
chr7,72700000,73900000,chr13,77300000,80400000
chr7,72700000,73900000,chr13,94200000,102100000
chr7,72700000,73900000,chr13,106000000,108200000
chr7,72700000,73900000,chr13,108600000,112200000
chr7,137700000,142100000,chr13,19500000,35000000
chr7,137700000,142100000,chr13,37000000,37600000
chr7,137700000,142100000,chr13,39700000,53600000
chr7,137700000,142100000,chr13,59900000,61100000
chr7,137700000,142100000,chr13,73200000,74700000
chr7,137700000,142100000,chr13,77300000,80400000
chr7,137700000,142100000,chr13,94200000,102100000
chr7,137700000,142100000,chr13,106000000,108200000
chr7,137700000,142100000,chr13,108600000,112200000
chr7,150300000,152600000,chr13,19500000,35000000
chr7,150300000,152600000,chr13,37000000,37600000
chr7,150300000,152600000,chr13,39700000,53600000
chr7,150300000,152600000,chr13,59900000,61100000
chr7,150300000,152600000,chr13,73200000,74700000
chr7,150300000,152600000,chr13,77300000,80400000
chr7,150300000,152600000,chr13,94200000,102100000
chr7,150300000,152600000,chr13,106000000,108200000
chr7,150300000,152600000,chr13,108600000,112200000
chr16,0,5500000,chr20,0,6100000
chr16,0,5500000,chr20,17200000,19200000
chr16,0,5500000,chr20,29700000,51000000
chr16,0,5500000,chr20,57200000,62900000
chr16,9900000,15100000,chr20,0,6100000
chr16,9900000,15100000,chr20,17200000,19200000
chr16,9900000,15100000,chr20,29700000,51000000
chr16,9900000,15100000,chr20,57200000,62900000
chr16,18800000,29200000,chr20,0,6100000
chr16,18800000,29200000,chr20,17200000,19200000
chr16,18800000,29200000,chr20,29700000,51000000
chr16,18800000,29200000,chr20,57200000,62900000
chr16,46000000,47000000,chr20,0,6100000
chr16,46000000,47000000,chr20,17200000,19200000
chr16,46000000,47000000,chr20,29700000,51000000
chr16,46000000,47000000,chr20,57200000,62900000
chr16,50000000,50700000,chr20,0,6100000
chr16,50000000,50700000,chr20,17200000,19200000
chr16,50000000,50700000,chr20,29700000,51000000
chr16,50000000,50700000,chr20,57200000,62900000
chr16,66000000,75100000,chr20,0,6100000
chr16,66000000,75100000,chr20,17200000,19200000
chr16,66000000,75100000,chr20,29700000,51000000
chr16,66000000,75100000,chr20,57200000,62900000
chr16,80500000,86800000,chr20,0,6100000
chr16,80500000,86800000,chr20,17200000,19200000
chr16,80500000,86800000,chr20,29700000,51000000
chr16,80500000,86800000,chr20,57200000,62900000
chr16,87200000,90200000,chr20,0,6100000
chr16,87200000,90200000,chr20,17200000,19200000
chr16,87200000,90200000,chr20,29700000,51000000
chr16,87200000,90200000,chr20,57200000,62900000
chr4,0,10600000,chr19,7400000,22000000
chr4,0,10600000,chr19,27500000,35900000
chr4,0,10600000,chr19,36300000,39600000
chr4,0,10600000,chr19,41400000,42900000
chr4,0,10600000,chr19,45100000,50700000
chr4,0,10600000,chr19,54400000,59100000
