chr1,s1,e1,chr2,s2,e2
chr20,29900000,60800000,chrX,2700000,25600000
chr20,29900000,60800000,chrX,37300000,49000000
chr20,29900000,60800000,chrX,52600000,56300000
chr20,29900000,60800000,chrX,69000000,71800000
chr20,29900000,60800000,chrX,99800000,104000000
chr20,29900000,60800000,chrX,117200000,119900000
chr20,29900000,60800000,chrX,127500000,137000000
chr20,29900000,60800000,chrX,149100000,154400000
chr16,0,400000,chrX,2800000,27000000
chr16,0,400000,chrX,37800000,49600000
chr16,0,400000,chrX,53100000,54700000
chr16,0,400000,chrX,65100000,74600000
chr16,0,400000,chrX,99000000,105800000
chr16,0,400000,chrX,106200000,107400000
chr16,0,400000,chrX,118200000,120900000
chr16,0,400000,chrX,128500000,137900000
chr16,0,400000,chrX,149100000,154500000
chr16,3100000,13500000,chrX,2800000,27000000
chr16,3100000,13500000,chrX,37800000,49600000
chr16,3100000,13500000,chrX,53100000,54700000
chr16,3100000,13500000,chrX,65100000,74600000
chr16,3100000,13500000,chrX,99000000,105800000
chr16,3100000,13500000,chrX,106200000,107400000
chr16,3100000,13500000,chrX,118200000,120900000
chr16,3100000,13500000,chrX,128500000,137900000
chr16,3100000,13500000,chrX,149100000,154500000
chr16,18900000,31800000,chrX,2800000,27000000
chr16,18900000,31800000,chrX,37800000,49600000
chr16,18900000,31800000,chrX,53100000,54700000
chr16,18900000,31800000,chrX,65100000,74600000
chr16,18900000,31800000,chrX,99000000,105800000
chr16,18900000,31800000,chrX,106200000,107400000
chr16,18900000,31800000,chrX,118200000,120900000
chr16,18900000,31800000,chrX,128500000,137900000
chr16,18900000,31800000,chrX,149100000,154500000
chr16,45900000,47800000,chrX,2800000,27000000
chr16,45900000,47800000,chrX,37800000,49600000
chr16,45900000,47800000,chrX,53100000,54700000
chr16,45900000,47800000,chrX,65100000,74600000
chr16,45900000,47800000,chrX,99000000,105800000
chr16,45900000,47800000,chrX,106200000,107400000
chr16,45900000,47800000,chrX,118200000,120900000
chr16,45900000,47800000,chrX,128500000,137900000
chr16,45900000,47800000,chrX,149100000,154500000
chr16,49900000,51600000,chrX,2800000,27000000
chr16,49900000,51600000,chrX,37800000,49600000
chr16,49900000,51600000,chrX,53100000,54700000
chr16,49900000,51600000,chrX,65100000,74600000
chr16,49900000,51600000,chrX,99000000,105800000
chr16,49900000,51600000,chrX,106200000,107400000
chr16,49900000,51600000,chrX,118200000,120900000
chr16,49900000,51600000,chrX,128500000,137900000
chr16,49900000,51600000,chrX,149100000,154500000
chr16,65500000,85100000,chrX,2800000,27000000
chr16,65500000,85100000,chrX,37800000,49600000
chr16,65500000,85100000,chrX,53100000,54700000
chr16,65500000,85100000,chrX,65100000,74600000
chr16,65500000,85100000,chrX,99000000,105800000
chr16,65500000,85100000,chrX,106200000,107400000
chr16,65500000,85100000,chrX,118200000,120900000
chr16,65500000,85100000,chrX,128500000,137900000
chr16,65500000,85100000,chrX,149100000,154500000
chr2,0,1000000,chrX,2700000,3600000
chr2,0,1000000,chrX,5500000,25700000
chr2,0,1000000,chrX,30200000,31400000
chr2,0,1000000,chrX,36700000,49000000
chr2,0,1000000,chrX,53000000,55100000
chr2,0,1000000,chrX,66900000,71800000
chr2,0,1000000,chrX,99300000,101300000
chr2,0,1000000,chrX,104800000,112100000
chr2,0,1000000,chrX,116600000,124000000
chr2,0,1000000,chrX,127500000,139400000
chr2,0,1000000,chrX,149100000,151500000
chr2,7000000,12400000,chrX,2700000,3600000
chr2,7000000,12400000,chrX,5500000,25700000
chr2,7000000,12400000,chrX,30200000,31400000
chr2,7000000,12400000,chrX,36700000,49000000
chr2,7000000,12400000,chrX,53000000,55100000
chr2,7000000,12400000,chrX,66900000,71800000
chr2,7000000,12400000,chrX,99300000,101300000
chr2,7000000,12400000,chrX,104800000,112100000
chr2,7000000,12400000,chrX,116600000,124000000
chr2,7000000,12400000,chrX,127500000,139400000
chr2,7000000,12400000,chrX,149100000,151500000
chr2,19300000,34200000,chrX,2700000,3600000
chr2,19300000,34200000,chrX,5500000,25700000
chr2,19300000,34200000,chrX,30200000,31400000
chr2,19300000,34200000,chrX,36700000,49000000
chr2,19300000,34200000,chrX,53000000,55100000
chr2,19300000,34200000,chrX,66900000,71800000
chr2,19300000,34200000,chrX,99300000,101300000
chr2,19300000,34200000,chrX,104800000,112100000
chr2,19300000,34200000,chrX,116600000,124000000
chr2,19300000,34200000,chrX,127500000,139400000
chr2,19300000,34200000,chrX,149100000,151500000
chr2,36200000,40400000,chrX,2700000,3600000
chr2,36200000,40400000,chrX,5500000,25700000
chr2,36200000,40400000,chrX,30200000,31400000
chr2,36200000,40400000,chrX,36700000,49000000
chr2,36200000,40400000,chrX,53000000,55100000
chr2,36200000,40400000,chrX,66900000,71800000
chr2,36200000,40400000,chrX,99300000,101300000
chr2,36200000,40400000,chrX,104800000,112100000
chr2,36200000,40400000,chrX,116600000,124000000
chr2,36200000,40400000,chrX,127500000,139400000
chr2,36200000,40400000,chrX,149100000,151500000
chr2,41700000,49100000,chrX,2700000,3600000
chr2,41700000,49100000,chrX,5500000,25700000
chr2,41700000,49100000,chrX,30200000,31400000
chr2,41700000,49100000,chrX,36700000,49000000
chr2,41700000,49100000,chrX,53000000,55100000
chr2,41700000,49100000,chrX,66900000,71800000
chr2,41700000,49100000,chrX,99300000,101300000
chr2,41700000,49100000,chrX,104800000,112100000
chr2,41700000,49100000,chrX,116600000,124000000
chr2,41700000,49100000,chrX,127500000,139400000
chr2,41700000,49100000,chrX,149100000,151500000
chr2,60900000,66300000,chrX,2700000,3600000
chr2,60900000,66300000,chrX,5500000,25700000
chr2,60900000,66300000,chrX,30200000,31400000
chr2,60900000,66300000,chrX,36700000,49000000
chr2,60900000,66300000,chrX,53000000,55100000
chr2,60900000,66300000,chrX,66900000,71800000
chr2,60900000,66300000,chrX,99300000,101300000
chr2,60900000,66300000,chrX,104800000,112100000
chr2,60900000,66300000,chrX,116600000,124000000
chr2,60900000,66300000,chrX,127500000,139400000
chr2,60900000,66300000,chrX,149100000,151500000
