chr1,s1,e1,chr2,s2,e2
chr7,0,7600000,chr18,0,14100000
chr7,0,7600000,chr18,18500000,22900000
chr7,47300000,48200000,chr18,0,14100000
chr7,47300000,48200000,chr18,18500000,22900000
chr7,55100000,56200000,chr18,0,14100000
chr7,55100000,56200000,chr18,18500000,22900000
chr7,65200000,77600000,chr18,0,14100000
chr7,65200000,77600000,chr18,18500000,22900000
chr7,97200000,103700000,chr18,0,14100000
chr7,97200000,103700000,chr18,18500000,22900000
chr7,126800000,143100000,chr18,0,14100000
chr7,126800000,143100000,chr18,18500000,22900000
chr7,147000000,159100000,chr18,0,14100000
chr7,147000000,159100000,chr18,18500000,22900000
chr8,39000000,43500000,chr18,0,15300000
chr8,39000000,43500000,chr18,18500000,22900000
chr8,55700000,63200000,chr18,0,15300000
chr8,55700000,63200000,chr18,18500000,22900000
chr8,93700000,105700000,chr18,0,15300000
chr8,93700000,105700000,chr18,18500000,22900000
chr8,118400000,121600000,chr18,0,15300000
chr8,118400000,121600000,chr18,18500000,22900000
chr8,122100000,137000000,chr18,0,15300000
chr8,122100000,137000000,chr18,18500000,22900000
chr8,139100000,142600000,chr18,0,15300000
chr8,139100000,142600000,chr18,18500000,22900000
chr5,0,3800000,chr22,17000000,21400000
chr5,0,3800000,chr22,24900000,33900000
chr5,5000000,6700000,chr22,17000000,21400000
chr5,5000000,6700000,chr22,24900000,33900000
chr5,8500000,17400000,chr22,17000000,21400000
chr5,8500000,17400000,chr22,24900000,33900000
chr5,31100000,33500000,chr22,17000000,21400000
chr5,31100000,33500000,chr22,24900000,33900000
chr5,41300000,44000000,chr22,17000000,21400000
chr5,41300000,44000000,chr22,24900000,33900000
chr5,90300000,96700000,chr22,17000000,21400000
chr5,90300000,96700000,chr22,24900000,33900000
chr5,131400000,143800000,chr22,17000000,21400000
chr5,131400000,143800000,chr22,24900000,33900000
chr5,147800000,152200000,chr22,17000000,21400000
chr5,147800000,152200000,chr22,24900000,33900000
chr5,166900000,180600000,chr22,17000000,21400000
chr5,166900000,180600000,chr22,24900000,33900000
chr9,29500000,37100000,chr18,0,14200000
chr9,29500000,37100000,chr18,18500000,24300000
chr9,92700000,102300000,chr18,0,14200000
chr9,92700000,102300000,chr18,18500000,24300000
chr9,109500000,117800000,chr18,0,14200000
chr9,109500000,117800000,chr18,18500000,24300000
chr9,124000000,125000000,chr18,0,14200000
chr9,124000000,125000000,chr18,18500000,24300000
chr9,125400000,136100000,chr18,0,14200000
chr9,125400000,136100000,chr18,18500000,24300000
chr8,37100000,43300000,chr19,300000,8500000
chr8,37100000,43300000,chr19,9600000,19500000
chr8,37100000,43300000,chr19,27700000,27900000
chr8,37100000,43300000,chr19,33100000,51300000
chr8,37100000,43300000,chr19,54200000,56700000
chr8,37100000,43300000,chr19,58100000,59000000
chr8,55600000,58300000,chr19,300000,8500000
chr8,55600000,58300000,chr19,9600000,19500000
chr8,55600000,58300000,chr19,27700000,27900000
chr8,55600000,58300000,chr19,33100000,51300000
chr8,55600000,58300000,chr19,54200000,56700000
chr8,55600000,58300000,chr19,58100000,59000000
chr8,94100000,104400000,chr19,300000,8500000
chr8,94100000,104400000,chr19,9600000,19500000
chr8,94100000,104400000,chr19,27700000,27900000
chr8,94100000,104400000,chr19,33100000,51300000
chr8,94100000,104400000,chr19,54200000,56700000
chr8,94100000,104400000,chr19,58100000,59000000
chr8,118400000,136900000,chr19,300000,8500000
chr8,118400000,136900000,chr19,9600000,19500000
chr8,118400000,136900000,chr19,27700000,27900000
chr8,118400000,136900000,chr19,33100000,51300000
chr8,118400000,136900000,chr19,54200000,56700000
chr8,118400000,136900000,chr19,58100000,59000000
chr8,138900000,146300000,chr19,300000,8500000
chr8,138900000,146300000,chr19,9600000,19500000
chr8,138900000,146300000,chr19,27700000,27900000
chr8,138900000,146300000,chr19,33100000,51300000
chr8,138900000,146300000,chr19,54200000,56700000
chr8,138900000,146300000,chr19,58100000,59000000
chr3,15400000,26100000,chr10,41900000,43000000
chr3,15400000,26100000,chr10,81500000,131700000
chr3,30600000,60400000,chr10,41900000,43000000
chr3,30600000,60400000,chr10,81500000,131700000
chr3,61800000,73200000,chr10,41900000,43000000
chr3,61800000,73200000,chr10,81500000,131700000
chr3,76800000,78900000,chr10,41900000,43000000
chr3,76800000,78900000,chr10,81500000,131700000
chr3,120700000,130000000,chr10,41900000,43000000
chr3,120700000,130000000,chr10,81500000,131700000
chr3,133500000,134800000,chr10,41900000,43000000
chr3,133500000,134800000,chr10,81500000,131700000
chr3,136300000,141400000,chr10,41900000,43000000
chr3,136300000,141400000,chr10,81500000,131700000
chr3,171400000,172600000,chr10,41900000,43000000
chr3,171400000,172600000,chr10,81500000,131700000
chr3,183000000,188000000,chr10,41900000,43000000
chr3,183000000,188000000,chr10,81500000,131700000
chr3,193300000,197800000,chr10,41900000,43000000
chr3,193300000,197800000,chr10,81500000,131700000
chr8,37200000,43300000,chrX,2700000,25000000
chr8,37200000,43300000,chrX,37800000,49000000
chr8,37200000,43300000,chrX,52600000,56100000
chr8,37200000,43300000,chrX,66900000,74400000
chr8,37200000,43300000,chrX,99600000,103700000
chr8,37200000,43300000,chrX,106100000,107500000
chr8,37200000,43300000,chrX,116700000,120400000
chr8,37200000,43300000,chrX,122300000,123800000
chr8,37200000,43300000,chrX,128100000,137000000
chr8,37200000,43300000,chrX,149200000,154400000
chr8,55700000,60800000,chrX,2700000,25000000
chr8,55700000,60800000,chrX,37800000,49000000
chr8,55700000,60800000,chrX,52600000,56100000
chr8,55700000,60800000,chrX,66900000,74400000
chr8,55700000,60800000,chrX,99600000,103700000
chr8,55700000,60800000,chrX,106100000,107500000
chr8,55700000,60800000,chrX,116700000,120400000
chr8,55700000,60800000,chrX,122300000,123800000
chr8,55700000,60800000,chrX,128100000,137000000
chr8,55700000,60800000,chrX,149200000,154400000
chr8,61500000,63200000,chrX,2700000,25000000
chr8,61500000,63200000,chrX,37800000,49000000
chr8,61500000,63200000,chrX,52600000,56100000
chr8,61500000,63200000,chrX,66900000,74400000
chr8,61500000,63200000,chrX,99600000,103700000
chr8,61500000,63200000,chrX,106100000,107500000
chr8,61500000,63200000,chrX,116700000,120400000
chr8,61500000,63200000,chrX,122300000,123800000
chr8,61500000,63200000,chrX,128100000,137000000
chr8,61500000,63200000,chrX,149200000,154400000
chr8,90000000,106300000,chrX,2700000,25000000
chr8,90000000,106300000,chrX,37800000,49000000
chr8,90000000,106300000,chrX,52600000,56100000
chr8,90000000,106300000,chrX,66900000,74400000
chr8,90000000,106300000,chrX,99600000,103700000
chr8,90000000,106300000,chrX,106100000,107500000
chr8,90000000,106300000,chrX,116700000,120400000
chr8,90000000,106300000,chrX,122300000,123800000
chr8,90000000,106300000,chrX,128100000,137000000
chr8,90000000,106300000,chrX,149200000,154400000
chr8,116000000,146300000,chrX,2700000,25000000
chr8,116000000,146300000,chrX,37800000,49000000
chr8,116000000,146300000,chrX,52600000,56100000
chr8,116000000,146300000,chrX,66900000,74400000
chr8,116000000,146300000,chrX,99600000,103700000
chr8,116000000,146300000,chrX,106100000,107500000
