chr1,s1,e1,chr2,s2,e2
chr8,31100000,43700000,chr15,82800000,102400000
chr17,21500000,27300000,chr18,0,15300000
chr17,21500000,27300000,chr18,18500000,27300000
chr17,44700000,62200000,chr18,0,15300000
chr17,44700000,62200000,chr18,18500000,27300000
chr17,62700000,73700000,chr18,0,15300000
chr17,62700000,73700000,chr18,18500000,27300000
chr13,19300000,31900000,chr22,17400000,25700000
chr13,19300000,31900000,chr22,29100000,32400000
chr13,19300000,31900000,chr22,35400000,47600000
chr13,40400000,54000000,chr22,17400000,25700000
chr13,40400000,54000000,chr22,29100000,32400000
chr13,40400000,54000000,chr22,35400000,47600000
chr13,73200000,74200000,chr22,17400000,25700000
chr13,73200000,74200000,chr22,29100000,32400000
chr13,73200000,74200000,chr22,35400000,47600000
chr13,94800000,102400000,chr22,17400000,25700000
chr13,94800000,102400000,chr22,29100000,32400000
chr13,94800000,102400000,chr22,35400000,47600000
chr13,109300000,115000000,chr22,17400000,25700000
chr13,109300000,115000000,chr22,29100000,32400000
chr13,109300000,115000000,chr22,35400000,47600000
chr10,5300000,7100000,chrX,2700000,3300000
chr10,5300000,7100000,chrX,5200000,20200000
chr10,5300000,7100000,chrX,21700000,24900000
chr10,5300000,7100000,chrX,30300000,34400000
chr10,5300000,7100000,chrX,37800000,54600000
chr10,5300000,7100000,chrX,66900000,74200000
chr10,5300000,7100000,chrX,99900000,103800000
chr10,5300000,7100000,chrX,106500000,107300000
chr10,5300000,7100000,chrX,117100000,121700000
chr10,5300000,7100000,chrX,122200000,123400000
chr10,5300000,7100000,chrX,128400000,138500000
chr10,5300000,7100000,chrX,148900000,154200000
chr10,11200000,15700000,chrX,2700000,3300000
chr10,11200000,15700000,chrX,5200000,20200000
chr10,11200000,15700000,chrX,21700000,24900000
chr10,11200000,15700000,chrX,30300000,34400000
chr10,11200000,15700000,chrX,37800000,54600000
chr10,11200000,15700000,chrX,66900000,74200000
chr10,11200000,15700000,chrX,99900000,103800000
chr10,11200000,15700000,chrX,106500000,107300000
chr10,11200000,15700000,chrX,117100000,121700000
chr10,11200000,15700000,chrX,122200000,123400000
chr10,11200000,15700000,chrX,128400000,138500000
chr10,11200000,15700000,chrX,148900000,154200000
chr10,24500000,31400000,chrX,2700000,3300000
chr10,24500000,31400000,chrX,5200000,20200000
chr10,24500000,31400000,chrX,21700000,24900000
chr10,24500000,31400000,chrX,30300000,34400000
chr10,24500000,31400000,chrX,37800000,54600000
chr10,24500000,31400000,chrX,66900000,74200000
chr10,24500000,31400000,chrX,99900000,103800000
chr10,24500000,31400000,chrX,106500000,107300000
chr10,24500000,31400000,chrX,117100000,121700000
chr10,24500000,31400000,chrX,122200000,123400000
chr10,24500000,31400000,chrX,128400000,138500000
chr10,24500000,31400000,chrX,148900000,154200000
chr10,34000000,36200000,chrX,2700000,3300000
chr10,34000000,36200000,chrX,5200000,20200000
chr10,34000000,36200000,chrX,21700000,24900000
chr10,34000000,36200000,chrX,30300000,34400000
chr10,34000000,36200000,chrX,37800000,54600000
chr10,34000000,36200000,chrX,66900000,74200000
chr10,34000000,36200000,chrX,99900000,103800000
chr10,34000000,36200000,chrX,106500000,107300000
chr10,34000000,36200000,chrX,117100000,121700000
chr10,34000000,36200000,chrX,122200000,123400000
chr10,34000000,36200000,chrX,128400000,138500000
chr10,34000000,36200000,chrX,148900000,154200000
chr10,41900000,44300000,chrX,2700000,3300000
chr10,41900000,44300000,chrX,5200000,20200000
chr10,41900000,44300000,chrX,21700000,24900000
chr10,41900000,44300000,chrX,30300000,34400000
chr10,41900000,44300000,chrX,37800000,54600000
chr10,41900000,44300000,chrX,66900000,74200000
chr10,41900000,44300000,chrX,99900000,103800000
chr10,41900000,44300000,chrX,106500000,107300000
chr10,41900000,44300000,chrX,117100000,121700000
chr10,41900000,44300000,chrX,122200000,123400000
chr10,41900000,44300000,chrX,128400000,138500000
chr10,41900000,44300000,chrX,148900000,154200000
chr10,69500000,81300000,chrX,2700000,3300000
chr10,69500000,81300000,chrX,5200000,20200000
chr10,69500000,81300000,chrX,21700000,24900000
chr10,69500000,81300000,chrX,30300000,34400000
chr10,69500000,81300000,chrX,37800000,54600000
chr10,69500000,81300000,chrX,66900000,74200000
chr10,69500000,81300000,chrX,99900000,103800000
chr10,69500000,81300000,chrX,106500000,107300000
chr10,69500000,81300000,chrX,117100000,121700000
chr10,69500000,81300000,chrX,122200000,123400000
chr10,69500000,81300000,chrX,128400000,138500000
chr10,69500000,81300000,chrX,148900000,154200000
chr10,93800000,107200000,chrX,2700000,3300000
chr10,93800000,107200000,chrX,5200000,20200000
chr10,93800000,107200000,chrX,21700000,24900000
chr10,93800000,107200000,chrX,30300000,34400000
chr10,93800000,107200000,chrX,37800000,54600000
chr10,93800000,107200000,chrX,66900000,74200000
chr10,93800000,107200000,chrX,99900000,103800000
chr10,93800000,107200000,chrX,106500000,107300000
chr10,93800000,107200000,chrX,117100000,121700000
chr10,93800000,107200000,chrX,122200000,123400000
chr10,93800000,107200000,chrX,128400000,138500000
chr10,93800000,107200000,chrX,148900000,154200000
chr10,113900000,116900000,chrX,2700000,3300000
chr10,113900000,116900000,chrX,5200000,20200000
chr10,113900000,116900000,chrX,21700000,24900000
chr10,113900000,116900000,chrX,30300000,34400000
chr10,113900000,116900000,chrX,37800000,54600000
chr10,113900000,116900000,chrX,66900000,74200000
chr10,113900000,116900000,chrX,99900000,103800000
chr10,113900000,116900000,chrX,106500000,107300000
chr10,113900000,116900000,chrX,117100000,121700000
chr10,113900000,116900000,chrX,122200000,123400000
chr10,113900000,116900000,chrX,128400000,138500000
chr10,113900000,116900000,chrX,148900000,154200000
chr10,118300000,127800000,chrX,2700000,3300000
chr10,118300000,127800000,chrX,5200000,20200000
chr10,118300000,127800000,chrX,21700000,24900000
chr10,118300000,127800000,chrX,30300000,34400000
chr10,118300000,127800000,chrX,37800000,54600000
chr10,118300000,127800000,chrX,66900000,74200000
chr10,118300000,127800000,chrX,99900000,103800000
chr10,118300000,127800000,chrX,106500000,107300000
chr10,118300000,127800000,chrX,117100000,121700000
chr10,118300000,127800000,chrX,122200000,123400000
chr10,118300000,127800000,chrX,128400000,138500000
chr10,118300000,127800000,chrX,148900000,154200000
chr10,133200000,135100000,chrX,2700000,3300000
chr10,133200000,135100000,chrX,5200000,20200000
chr10,133200000,135100000,chrX,21700000,24900000
chr10,133200000,135100000,chrX,30300000,34400000
chr10,133200000,135100000,chrX,37800000,54600000
chr10,133200000,135100000,chrX,66900000,74200000
chr10,133200000,135100000,chrX,99900000,103800000
chr10,133200000,135100000,chrX,106500000,107300000
chr10,133200000,135100000,chrX,117100000,121700000
chr10,133200000,135100000,chrX,122200000,123400000
chr10,133200000,135100000,chrX,128400000,138500000
chr10,133200000,135100000,chrX,148900000,154200000
chr13,19000000,39000000,chr21,10400000,14500000
chr13,19000000,39000000,chr21,18400000,19200000
chr13,19000000,39000000,chr21,31800000,48000000
chr13,39800000,49500000,chr21,10400000,14500000
chr13,39800000,49500000,chr21,18400000,19200000
chr13,39800000,49500000,chr21,31800000,48000000
chr13,49900000,54000000,chr21,10400000,14500000
chr13,49900000,54000000,chr21,18400000,19200000
chr13,49900000,54000000,chr21,31800000,48000000
chr13,95400000,100900000,chr21,10400000,14500000
chr13,95400000,100900000,chr21,18400000,19200000
chr13,95400000,100900000,chr21,31800000,48000000
chr13,107400000,114100000,chr21,10400000,14500000
chr13,107400000,114100000,chr21,18400000,19200000
chr13,107400000,114100000,chr21,31800000,48000000
chr13,19600000,35300000,chrX,2800000,3600000
chr13,19600000,35300000,chrX,6700000,25500000
chr13,19600000,35300000,chrX,37200000,51600000
chr13,19600000,35300000,chrX,53000000,55200000
chr13,19600000,35300000,chrX,67400000,74400000
chr13,19600000,35300000,chrX,99800000,101000000
chr13,19600000,35300000,chrX,104900000,107600000
chr13,19600000,35300000,chrX,116600000,119900000
chr13,19600000,35300000,chrX,121900000,123400000
chr13,19600000,35300000,chrX,128600000,136700000
chr13,19600000,35300000,chrX,149500000,154300000
chr13,39700000,52700000,chrX,2800000,3600000
chr13,39700000,52700000,chrX,6700000,25500000
chr13,39700000,52700000,chrX,37200000,51600000
chr13,39700000,52700000,chrX,53000000,55200000
chr13,39700000,52700000,chrX,67400000,74400000
chr13,39700000,52700000,chrX,99800000,101000000
chr13,39700000,52700000,chrX,104900000,107600000
chr13,39700000,52700000,chrX,116600000,119900000
chr13,39700000,52700000,chrX,121900000,123400000
chr13,39700000,52700000,chrX,128600000,136700000
chr13,39700000,52700000,chrX,149500000,154300000
chr13,60000000,61400000,chrX,2800000,3600000
chr13,60000000,61400000,chrX,6700000,25500000
chr13,60000000,61400000,chrX,37200000,51600000
chr13,60000000,61400000,chrX,53000000,55200000
chr13,60000000,61400000,chrX,67400000,74400000
chr13,60000000,61400000,chrX,99800000,101000000
chr13,60000000,61400000,chrX,104900000,107600000
chr13,60000000,61400000,chrX,116600000,119900000
chr13,60000000,61400000,chrX,121900000,123400000
chr13,60000000,61400000,chrX,128600000,136700000
chr13,60000000,61400000,chrX,149500000,154300000
chr13,73300000,74800000,chrX,2800000,3600000
chr13,73300000,74800000,chrX,6700000,25500000
chr13,73300000,74800000,chrX,37200000,51600000
chr13,73300000,74800000,chrX,53000000,55200000
chr13,73300000,74800000,chrX,67400000,74400000
chr13,73300000,74800000,chrX,99800000,101000000
chr13,73300000,74800000,chrX,104900000,107600000
chr13,73300000,74800000,chrX,116600000,119900000
chr13,73300000,74800000,chrX,121900000,123400000
chr13,73300000,74800000,chrX,128600000,136700000
chr13,73300000,74800000,chrX,149500000,154300000
chr13,94800000,102100000,chrX,2800000,3600000
chr13,94800000,102100000,chrX,6700000,25500000
chr13,94800000,102100000,chrX,37200000,51600000
chr13,94800000,102100000,chrX,53000000,55200000
chr13,94800000,102100000,chrX,67400000,74400000
chr13,94800000,102100000,chrX,99800000,101000000
chr13,94800000,102100000,chrX,104900000,107600000
chr13,94800000,102100000,chrX,116600000,119900000
chr13,94800000,102100000,chrX,121900000,123400000
chr13,94800000,102100000,chrX,128600000,136700000
chr13,94800000,102100000,chrX,149500000,154300000
chr13,106300000,114200000,chrX,2800000,3600000
chr13,106300000,114200000,chrX,6700000,25500000
chr13,106300000,114200000,chrX,37200000,51600000
chr13,106300000,114200000,chrX,53000000,55200000
chr13,106300000,114200000,chrX,67400000,74400000
chr13,106300000,114200000,chrX,99800000,101000000
chr13,106300000,114200000,chrX,104900000,107600000
chr13,106300000,114200000,chrX,116600000,119900000
chr13,106300000,114200000,chrX,121900000,123400000
chr13,106300000,114200000,chrX,128600000,136700000
chr13,106300000,114200000,chrX,149500000,154300000
chr8,31600000,43700000,chr10,4500000,6600000
chr8,31600000,43700000,chr10,10700000,15700000
chr8,31600000,43700000,chr10,24500000,25200000
chr8,31600000,43700000,chr10,28500000,32400000
chr8,31600000,43700000,chr10,34200000,36200000
chr8,31600000,43700000,chr10,41900000,43000000
chr8,31600000,43700000,chr10,69500000,81300000
chr8,31600000,43700000,chr10,94000000,106900000
chr8,31600000,43700000,chr10,113800000,116800000
chr8,31600000,43700000,chr10,118200000,130400000
chr8,73700000,76300000,chr10,4500000,6600000
chr8,73700000,76300000,chr10,10700000,15700000
chr8,73700000,76300000,chr10,24500000,25200000
chr8,73700000,76300000,chr10,28500000,32400000
chr8,73700000,76300000,chr10,34200000,36200000
chr8,73700000,76300000,chr10,41900000,43000000
chr8,73700000,76300000,chr10,69500000,81300000
chr8,73700000,76300000,chr10,94000000,106900000
chr8,73700000,76300000,chr10,113800000,116800000
chr8,73700000,76300000,chr10,118200000,130400000
chr8,100900000,103900000,chr10,4500000,6600000
chr8,100900000,103900000,chr10,10700000,15700000
chr8,100900000,103900000,chr10,24500000,25200000
chr8,100900000,103900000,chr10,28500000,32400000
chr8,100900000,103900000,chr10,34200000,36200000
chr8,100900000,103900000,chr10,41900000,43000000
chr8,100900000,103900000,chr10,69500000,81300000
chr8,100900000,103900000,chr10,94000000,106900000
chr8,100900000,103900000,chr10,113800000,116800000
chr8,100900000,103900000,chr10,118200000,130400000
chr8,123500000,131700000,chr10,4500000,6600000
chr8,123500000,131700000,chr10,10700000,15700000
chr8,123500000,131700000,chr10,24500000,25200000
chr8,123500000,131700000,chr10,28500000,32400000
chr8,123500000,131700000,chr10,34200000,36200000
chr8,123500000,131700000,chr10,41900000,43000000
chr8,123500000,131700000,chr10,69500000,81300000
chr8,123500000,131700000,chr10,94000000,106900000
chr8,123500000,131700000,chr10,113800000,116800000
chr8,123500000,131700000,chr10,118200000,130400000
chr8,133400000,135400000,chr10,4500000,6600000
chr8,133400000,135400000,chr10,10700000,15700000
chr8,133400000,135400000,chr10,24500000,25200000
chr8,133400000,135400000,chr10,28500000,32400000
chr8,133400000,135400000,chr10,34200000,36200000
chr8,133400000,135400000,chr10,41900000,43000000
chr8,133400000,135400000,chr10,69500000,81300000
chr8,133400000,135400000,chr10,94000000,106900000
chr8,133400000,135400000,chr10,113800000,116800000
chr8,133400000,135400000,chr10,118200000,130400000
chr8,140800000,146200000,chr10,4500000,6600000
chr8,140800000,146200000,chr10,10700000,15700000
